ID_Cliente,Fecha_Registro,Plan,Ingreso_Mensual_MXN,Estatus,Fecha_Cancelacion,Pais
CUST-10824,2024-08-04,Enterprise,3500.0,Activo,,Mexico
CUST-10825,2023-12-12,Pro,1200.0,Activo,,Peru
CUST-10826,21/02/2025,Basico,500.0,Activo,,Colombia
CUST-10827,2025-05-03,Basico,500.0,Activo,,Peru
CUST-10828,2024-05-25,Basico,500.0,Activo,,Mexico
CUST-10829,2023-09-11,Basico,500.0,Activo,,Chile
CUST-10830,2025-04-24,Pro,1200.0,Activo,,Colombia
CUST-10831,2024-11-24,Pro,1200.0,Actvo,,Mexico
CUST-10832,2024-12-06,Enterprise,3500.0,Cancelado,2025-01-22,Mexico
CUST-10833,2025-02-03,Pro,1200.0,Activo,,Colombia
CUST-10834,2023-09-30,Basico,500.0,Activo,,Chile
CUST-10835,2025-07-19,Pro,1200.0,Activo,,Argentina
CUST-10836,2023-05-21,Enterprise,3500.0,Cancelado,2024-04-17,Peru
CUST-10837,2023-09-16,Pro,1200.0,Activo,,Argentina
CUST-10838,2024-09-13,Basico,500.0,Activo,,Chile
CUST-10839,2024-12-20,Basico,500.0,Cancelado,2025-02-24,Mexico
CUST-10840,2024-05-10,Basico,500.0,Cacnelado,,Argentina
CUST-10841,26/06/2024,Basico,500.0,Cancelado,2025-05-29,Argentina
CUST-10842,29/06/2025,Enterprise,3500.0,Activo,,Mexico
CUST-10843,2025-07-07,Enterprise,3500.0,Activo,,Mexico
CUST-10844,2024-04-20,Basico,500.0,Activo,,Argentina
CUST-10845,2024-11-30,Enterprise,3500.0,Activo,,Argentina
CUST-10846,2024-04-20,Basico,500.0,Activo,,Chile
CUST-10847,2024-12-12,Basico,500.0,Activo,,Mexico
CUST-10848,2024-08-21,Basico,500.0,Activo,,Colombia
CUST-10849,2025-07-24,Enterprise,3500.0,Activo,,Colombia
CUST-10850,2024-10-25,Pro,1200.0,Activo,,Peru
CUST-10851,04/07/2024,Basico,500.0,Activo,,Peru
CUST-10852,2025-01-11,Pro,1200.0,Activo,,Chile
CUST-10853,2024-05-24,Pro,1200.0,Cancelado,2024-09-20,Colombia
CUST-10854,2023-08-28,Pro,1200.0,Activo,,Peru
CUST-10855,2024-12-31,Basico,500.0,Activo,,Chile
CUST-10856,2024-12-26,Basico,500.0,Activo,,Peru
CUST-10857,2024-04-08,Pro,1200.0,Activo,,Chile
CUST-10858,2025-06-17,Enterprise,3500.0,Cacnelado,,Colombia
CUST-10859,2024-03-24,Pro,1200.0,Activo,,Peru
CUST-10860,08/08/2023,Basico,500.0,Activo,,Argentina
CUST-10861,2024-08-20,Basico,500.0,Activo,,Chile
CUST-10862,2024-08-08,Basico,500.0,Cancelado,2025-04-18,Peru
CUST-10863,2023-07-29,Basico,500.0,Cancelado,2023-10-07,Chile
CUST-10864,2025-04-19,Pro,1200.0,Cancelado,2025-08-12,Argentina
CUST-10865,2024-09-22,Pro,1200.0,Cancelado,2025-07-12,Chile
CUST-10866,2023-08-21,Enterprise,3500.0,Activo,,Peru
CUST-10867,17/04/2024,Enterprise,3500.0,Cancelado,2025-01-20,Peru
CUST-10868,2025-07-24,Basico,500.0,Cancelado,2025-11-09,Colombia
CUST-10869,2025-06-21,Basico,500.0,Cancelado,2026-01-25,Colombia
CUST-10870,2024-03-28,Basico,500.0,Cancelado,2025-01-21,Mexico
CUST-10871,2023-06-10,Basico,500.0,Activo,,Colombia
CUST-10872,2024-06-23,Basico,500.0,Actvo,,Argentina
CUST-10873,10/09/2023,Basico,500.0,Activo,,Mexico
CUST-10874,2024-11-26,Basico,500.0,Activo,,Colombia
CUST-10875,2023-11-14,Basico,500.0,Activo,,Argentina
CUST-10876,18/01/2024,Basico,500.0,Activo,,Argentina
CUST-10877,2024-02-11,Basico,500.0,Activo,,Peru
CUST-10878,2024-08-30,Basico,500.0,Activo,,Mexico
CUST-10879,2024-12-07,Enterprise,3500.0,Activo,,Argentina
CUST-10880,2023-07-06,Pro,1200.0,Activo,,Argentina
CUST-10881,2024-03-22,Basico,500.0,Cancelado,2025-03-15,Mexico
CUST-10882,2023-06-13,Pro,1200.0,Activo,,Chile
CUST-10883,2023-12-08,Basico,500.0,Activo,,Argentina
CUST-10884,2024-08-26,Basico,500.0,Cancelado,2025-06-27,Colombia
CUST-10885,2024-06-05,Basico,500.0,Cancelado,2024-09-11,Colombia
CUST-10886,2025-01-10,Basico,500.0,Activo,,Chile
CUST-10887,2025-02-24,Basico,500.0,Activo,,Chile
CUST-10888,2024-12-31,Basico,500.0,Cancelado,2025-10-18,Peru
CUST-10889,2023-06-05,Pro,1200.0,Cancelado,2023-08-08,Peru
CUST-10890,2025-05-11,Basico,500.0,Activo,,Mexico
CUST-10891,2025-05-20,Basico,500.0,Activo,,Chile
CUST-10892,2025-01-19,Pro,1200.0,Activo,,Mexico
CUST-10893,2023-12-30,Basico,500.0,Activo,,Argentina
CUST-10894,2023-09-27,Basico,500.0,Cancelado,2024-05-04,Argentina
CUST-10895,2023-10-26,Pro,1200.0,Activo,,Peru
CUST-10896,2023-08-23,Basico,500.0,Activo,,Mexico
CUST-10897,2024-09-12,Basico,500.0,Activo,,Colombia
CUST-10898,2024-02-24,Basico,500.0,Activo,,Colombia
CUST-10899,2023-12-09,Enterprise,3500.0,Activo,,Argentina
CUST-10900,2023-06-28,Basico,500.0,Activo,,Mexico
CUST-10901,2024-06-25,Basico,500.0,Activo,,Peru
CUST-10902,13/04/2025,Basico,500.0,Activo,,Peru
CUST-10903,2023-12-25,Basico,500.0,Activo,,Mexico
CUST-10904,2024-01-26,Basico,500.0,Cancelado,2024-12-14,Peru
CUST-10905,2024-04-01,Basico,500.0,Activo,,Mexico
CUST-10906,13/06/2024,Pro,1200.0,Activo,,Peru
CUST-10907,12/03/2025,Basico,,Cancelado,2025-08-15,Mexico
CUST-10908,2025-05-18,Basico,500.0,Activo,,Colombia
CUST-10909,10/09/2024,Basico,500.0,Cancelado,2024-12-04,Mexico
CUST-10910,2024-07-30,Pro,1200.0,Activo,,Peru
CUST-10911,2024-06-03,Pro,1200.0,Activo,,Argentina
CUST-10912,2024-05-30,Pro,1200.0,Cancelado,2025-03-18,Chile
CUST-10913,2023-11-18,Pro,1200.0,activo ,,Colombia
CUST-10914,2025-06-19,Basico,500.0,Activo,,Colombia
CUST-10915,2024-09-28,Pro,1200.0,Activo,,Argentina
CUST-10916,2024-01-14,Basico,500.0,Cancelado,2024-08-16,Chile
CUST-10917,2023-07-10,Basico,500.0,Activo,,Argentina
CUST-10918,2024-06-16,Basico,500.0,Cancelado,2024-11-19,Mexico
CUST-10919,06/01/2024,Basico,500.0,Activo,,Chile
CUST-10920,2024-02-03,Pro,1200.0,Cancelado,2024-10-10,Mexico
CUST-10921,2025-04-23,Basico,500.0,Cancelado,2025-10-15,Chile
CUST-10922,20/06/2023,Basico,500.0,Activo,,Peru
CUST-10923,2023-12-27,Basico,500.0,Activo,,Colombia
CUST-10924,2025-06-23,Pro,1200.0,Activo,,Argentina
CUST-10925,2023-10-30,Basico,,Activo,,Peru
CUST-10926,2024-04-07,Pro,1200.0,Activo,,Peru
CUST-10927,2024-05-31,Basico,500.0,Actvo,,Colombia
CUST-10928,16/05/2025,Basico,500.0,Cancelado,2025-10-25,Colombia
CUST-10929,2023-09-11,Basico,500.0,Activo,,Argentina
CUST-10930,13/12/2023,Enterprise,3500.0,Cancelado,2024-09-16,Argentina
CUST-10931,2024-08-30,Basico,500.0,Activo,,Peru
CUST-10932,2025-06-06,Basico,500.0,Activo,,Peru
CUST-10933,2024-12-29,Basico,500.0,Activo,,Mexico
CUST-10934,2024-10-25,Basico,500.0,Activo,,Colombia
CUST-10935,2023-08-29,Basico,500.0,Activo,,Mexico
CUST-10936,2024-06-09,Enterprise,3500.0,Activo,,Argentina
CUST-10937,2023-07-27,Pro,1200.0,Activo,,Peru
CUST-10938,2024-03-07,Enterprise,3500.0,Activo,,Argentina
CUST-10939,2023-05-25,Basico,500.0,Activo,,Chile
CUST-10940,2023-11-10,Basico,500.0,Activo,,Peru
CUST-10941,2024-02-23,Pro,1200.0,Actvo,,Peru
CUST-10942,2024-06-22,Basico,500.0,Activo,,Argentina
CUST-10943,2024-06-21,Pro,1200.0,Activo,,Argentina
CUST-10944,2024-10-16,Enterprise,3500.0,Activo,,Colombia
CUST-10945,2023-07-24,Basico,500.0,Activo,,Mexico
CUST-10946,2023-12-13,Pro,1200.0,Activo,,Mexico
CUST-10947,2025-06-17,Basico,500.0,Cacnelado,,Mexico
CUST-10948,2024-09-20,Enterprise,3500.0,Activo,,Colombia
CUST-10949,2024-07-12,Pro,1200.0,Cancelado,2025-06-02,Argentina
CUST-10950,2024-10-19,Basico,500.0,Activo,,Mexico
CUST-10951,2023-10-01,Basico,500.0,Activo,,Mexico
CUST-10952,2023-09-11,Basico,500.0,Activo,,Peru
CUST-10953,26/07/2024,Pro,1200.0,Activo,,Mexico
CUST-10954,2025-06-10,Basico,500.0,Activo,,Colombia
CUST-10955,2024-07-20,Basico,500.0,Activo,,Peru
CUST-10956,2024-12-03,Pro,,Activo,,Mexico
CUST-10957,2024-11-17,Basico,500.0,Activo,,Mexico
CUST-10958,2024-06-23,Basico,500.0,Activo,,Peru
CUST-10959,2024-10-11,Pro,1200.0,Activo,,Chile
CUST-10960,2023-11-16,Enterprise,3500.0,Activo,,Argentina
CUST-10961,2023-11-08,Basico,500.0,Activo,,Peru
CUST-10962,2024-01-18,Basico,500.0,Activo,,Peru
CUST-10963,2025-07-25,Pro,1200.0,Suspendido,,Chile
CUST-10964,2024-11-03,Enterprise,,Activo,,Argentina
CUST-10965,2024-07-21,Pro,1200.0,Cancelado,2025-03-03,Chile
CUST-10966,2024-07-11,Enterprise,3500.0,Cacnelado,,Colombia
CUST-10967,2023-09-24,Pro,1200.0,Cancelado,2023-12-22,Chile
CUST-10968,2024-03-04,Basico,500.0,Activo,,Mexico
CUST-10969,2023-12-31,Pro,1200.0,Activo,,Chile
CUST-10970,18/06/2023,Basico,500.0,Activo,,Colombia
CUST-10971,2023-07-10,Pro,1200.0,Activo,,Peru
CUST-10972,2024-12-21,Pro,1200.0,Activo,,Chile
CUST-10973,2024-07-11,Basico,500.0,Cancelado,2024-09-05,Mexico
CUST-10974,26/11/2024,Pro,1200.0,Cancelado,2025-08-23,Mexico
CUST-10975,2025-04-20,Enterprise,3500.0,Activo,,Colombia
CUST-10976,2023-06-30,Basico,500.0,Activo,,Chile
CUST-10977,2024-01-22,Basico,500.0,Activo,,Chile
CUST-10978,2025-05-12,Basico,500.0,Activo,,Peru
CUST-10979,2024-12-17,Pro,1200.0,Activo,,Mexico
CUST-10980,2023-07-12,Basico,500.0,Cancelado,2024-06-03,Colombia
CUST-10981,2024-07-26,Pro,1200.0,Activo,,Argentina
CUST-10982,2024-11-30,Pro,1200.0,Activo,,Peru
CUST-10983,2024-06-22,Basico,500.0,Cancelado,2024-09-08,Peru
CUST-10984,2023-09-04,Pro,1200.0,Activo,,Colombia
CUST-10985,2023-05-21,Basico,500.0,Activo,,Colombia
CUST-10986,2023-07-27,Basico,500.0,Cancelado,2023-12-20,Chile
CUST-10987,2023-08-14,Pro,1200.0,Activo,,Argentina
CUST-10988,2025-07-25,Basico,500.0,Activo,,Peru
CUST-10989,2024-05-08,Enterprise,3500.0,Cancelado,2024-12-14,Peru
CUST-10990,2023-10-22,Pro,1200.0,Cancelado,2024-04-17,Colombia
CUST-10991,2024-04-21,Basico,500.0,Cancelado,2025-01-15,Argentina
CUST-10992,2024-07-25,Basico,500.0,Activo,,Mexico
CUST-10993,2024-04-22,Basico,500.0,Activo,,Mexico
CUST-10994,2025-01-03,Basico,500.0,Activo,,Chile
CUST-10995,2025-06-19,Basico,500.0,Activo,,Mexico
CUST-10996,2023-07-11,Enterprise,3500.0,Activo,,Chile
CUST-10997,2023-07-31,Basico,500.0,cancelado,,Mexico
CUST-10998,2024-06-01,Basico,500.0,Activo,,Peru
CUST-10999,2024-05-20,Pro,1200.0,Activo,,Colombia
CUST-11000,2025-06-03,Enterprise,3500.0,Activo,,Colombia
CUST-11001,2024-11-17,Basico,500.0,Activo,,Colombia
CUST-11002,2025-05-05,Basico,500.0,Activo,,Peru
CUST-11003,2024-09-27,Pro,1200.0,Cancelado,2025-01-03,Mexico
CUST-11004,2023-05-26,Pro,1200.0,Cancelado,2023-10-16,Argentina
CUST-11005,2024-12-12,Pro,1200.0,Activo,,Colombia
CUST-11006,2025-02-02,Pro,1200.0,Activo,,Argentina
CUST-11007,2025-06-18,Basico,500.0,Activo,,Peru
CUST-11008,2024-11-11,Enterprise,3500.0,Cancelado,2025-07-15,Colombia
CUST-11009,17/05/2025,Basico,500.0,Activo,,Mexico
CUST-11010,2025-05-24,Basico,500.0,Activo,,Peru
CUST-11011,2024-06-08,Pro,1200.0,Suspendido,,Peru
CUST-11012,2025-06-11,Basico,500.0,Activo,,Mexico
CUST-11013,2024-04-21,Pro,1200.0,Activo,,Colombia
CUST-11014,2024-09-17,Pro,1200.0,Activo,,Chile
CUST-11015,03/02/2024,Basico,500.0,Activo,,Chile
CUST-11016,2023-06-07,Basico,500.0,Activo,,Mexico
CUST-11017,2025-04-02,Pro,1200.0,Cancelado,2025-08-18,Chile
CUST-11018,2025-01-08,Enterprise,3500.0,Activo,,Argentina
CUST-11019,2024-11-30,Basico,500.0,Activo,,Argentina
CUST-11020,2024-12-15,Basico,500.0,Activo,,Chile
CUST-11021,2023-05-31,Pro,1200.0,Cancelado,2023-09-19,Peru
CUST-11022,2024-04-10,Basico,500.0,Activo,,Colombia
CUST-11023,2024-10-08,Basico,500.0,Activo,,Argentina
CUST-11024,2024-02-15,Basico,500.0,Cancelado,2024-07-25,Argentina
CUST-11025,2025-04-23,Basico,500.0,Activo,,Peru
CUST-11026,2024-12-24,Basico,500.0,Cancelado,2025-05-29,Chile
CUST-11027,2024-06-17,Basico,500.0,Activo,,Colombia
CUST-11028,2024-04-21,Basico,500.0,Cancelado,2024-11-09,Argentina
CUST-11029,2025-05-24,Pro,1200.0,Activo,,Argentina
CUST-11030,22/02/2025,Pro,1200.0,Activo,,Mexico
CUST-11031,2023-11-22,Enterprise,3500.0,Activo,,Chile
CUST-11032,2025-06-15,Pro,1200.0,Cancelado,2026-03-12,Mexico
CUST-11033,2024-05-22,Basico,500.0,Activo,,Chile
CUST-11034,2024-03-27,Basico,500.0,Activo,,Argentina
CUST-11035,2024-04-04,Enterprise,3500.0,Activo,,Chile
CUST-11036,2024-04-12,Basico,500.0,Cancelado,2024-06-07,Chile
CUST-11037,2024-07-09,Basico,500.0,Activo,,Mexico
CUST-11038,2024-11-15,Basico,500.0,Cancelado,2025-08-01,Mexico
CUST-11039,2023-06-04,Basico,500.0,Activo,,Mexico
CUST-11040,2023-10-08,Basico,500.0,Activo,,Argentina
CUST-11041,2025-03-14,Enterprise,3500.0,Cancelado,2025-05-07,Colombia
CUST-11042,2023-09-05,Basico,500.0,Activo,,Peru
CUST-11043,2024-04-22,Basico,500.0,Activo,,Chile
CUST-11044,2024-05-21,Basico,500.0,Activo,,Peru
CUST-11045,2024-09-26,Basico,500.0,Activo,,Peru
CUST-11046,2024-05-07,Basico,500.0,Activo,,Argentina
CUST-11047,12/05/2025,Basico,500.0,Cacnelado,,Mexico
CUST-11048,2025-06-25,Pro,1200.0,Activo,,Chile
CUST-11049,2024-05-06,Basico,500.0,Activo,,Chile
CUST-11050,2024-06-16,Pro,1200.0,Activo,,Argentina
CUST-11051,2023-11-29,Basico,500.0,Activo,,Mexico
CUST-11052,2024-01-22,Pro,1200.0,Cancelado,2024-04-19,Peru
CUST-11053,15/02/2024,Basico,500.0,Cacnelado,,Peru
CUST-11054,06/03/2024,Pro,1200.0,Activo,,Mexico
CUST-11055,2024-03-30,Basico,500.0,Activo,,Peru
CUST-11056,2025-07-14,Pro,1200.0,Activo,,Peru
CUST-11057,2023-11-22,Basico,500.0,Activo,,Peru
CUST-11058,17/02/2025,Basico,500.0,Cancelado,2025-11-06,Colombia
CUST-11059,2023-06-04,Pro,1200.0,Cancelado,2023-07-08,Mexico
CUST-11060,2024-02-01,Pro,1200.0,Cancelado,2024-07-03,Mexico
CUST-11061,2023-05-28,Basico,500.0,Activo,,Colombia
CUST-11062,2024-11-27,Enterprise,3500.0,Cacnelado,,Peru
CUST-11063,2023-11-05,Pro,1200.0,cancelado,,Chile
CUST-11064,2024-11-17,Basico,500.0,Activo,,Peru
CUST-11065,06/04/2024,Basico,500.0,Activo,,Colombia
CUST-11066,17/12/2023,Basico,500.0,Activo,,Mexico
CUST-11067,2025-03-16,Pro,1200.0,Activo,,Argentina
CUST-11068,2024-03-25,Basico,500.0,Activo,,Mexico
CUST-11069,2024-07-06,Basico,500.0,Activo,,Mexico
CUST-11070,2023-11-17,Basico,500.0,Activo,,Peru
CUST-11071,04/12/2023,Enterprise,3500.0,Activo,,Argentina
CUST-11072,2024-09-03,Basico,500.0,Cancelado,2024-11-24,Colombia
CUST-11073,2023-11-04,Basico,500.0,Activo,,Chile
CUST-11074,2023-10-09,Basico,500.0,Cancelado,2024-07-13,Chile
CUST-11075,2025-06-11,Basico,500.0,Cancelado,2026-03-30,Peru
CUST-11076,30/03/2025,Basico,500.0,Activo,,Colombia
CUST-11077,2024-08-09,Basico,500.0,Activo,,Mexico
CUST-11078,2023-06-13,Basico,500.0,Activo,,Peru
CUST-11079,2023-10-10,Basico,500.0,activo ,,Peru
CUST-11080,2024-02-21,Basico,500.0,Activo,,Chile
CUST-11081,2023-12-14,Basico,500.0,Activo,,Chile
CUST-11082,2024-11-20,Basico,500.0,Activo,,Mexico
CUST-11083,2024-10-17,Pro,1200.0,Activo,,Colombia
CUST-11084,2023-05-26,Basico,500.0,Activo,,Mexico
CUST-11085,27/01/2025,Basico,500.0,Activo,,Peru
CUST-11086,2025-06-28,Pro,1200.0,Actvo,,Chile
CUST-11087,2024-12-02,Basico,500.0,cancelado,,Colombia
CUST-11088,2025-01-14,Basico,500.0,Cancelado,2025-04-14,Mexico
CUST-11089,2025-04-15,Basico,500.0,Activo,,Colombia
CUST-11090,2024-12-04,Basico,500.0,Activo,,Chile
CUST-11091,2025-05-26,Basico,500.0,Activo,,Colombia
CUST-11092,2025-07-16,Pro,1200.0,Activo,,Chile
CUST-11093,2024-03-20,Basico,500.0,Cancelado,2024-09-10,Peru
CUST-11094,2025-04-09,Enterprise,3500.0,Activo,,Colombia
CUST-11095,2025-01-27,Enterprise,3500.0,Activo,,Peru
CUST-11096,2023-10-02,Pro,1200.0,Cancelado,2024-03-24,Argentina
CUST-11097,2023-12-12,Basico,500.0,Cancelado,2024-09-06,Chile
CUST-11098,2024-02-27,Basico,500.0,Cancelado,2025-01-28,Argentina
CUST-11099,2023-09-01,Pro,1200.0,Activo,,Colombia
CUST-11100,2024-07-09,Pro,1200.0,Activo,,Colombia
CUST-11101,2024-10-03,Pro,1200.0,Activo,,Chile
CUST-11102,2025-05-21,Enterprise,3500.0,Activo,,Colombia
CUST-11103,2024-01-09,Enterprise,3500.0,Suspendido,,Colombia
CUST-11104,11/09/2023,Basico,500.0,Activo,,Peru
CUST-11105,2024-04-04,Basico,500.0,Activo,,Mexico
CUST-11106,2024-08-13,Pro,1200.0,Activo,,Chile
CUST-11107,2024-02-16,Basico,500.0,Cancelado,2024-05-23,Argentina
CUST-11108,2024-07-01,Pro,1200.0,Activo,,Colombia
CUST-11109,2023-11-20,Basico,500.0,Activo,,Argentina
CUST-11110,2025-01-22,Pro,1200.0,Activo,,Peru
CUST-11111,2024-12-02,Pro,1200.0,Activo,,Chile
CUST-11112,2024-11-18,Basico,500.0,Cancelado,2025-05-30,Mexico
CUST-11113,2025-04-25,Basico,500.0,Activo,,Mexico
CUST-11114,2024-08-04,Enterprise,3500.0,Activo,,Colombia
CUST-11115,2023-11-06,Basico,500.0,Activo,,Chile
CUST-11116,2023-06-21,Basico,500.0,Activo,,Peru
CUST-11117,06/12/2024,Basico,500.0,Activo,,Mexico
CUST-11118,2025-01-20,Basico,500.0,Activo,,Mexico
CUST-11119,18/11/2024,Basico,500.0,Activo,,Chile
CUST-11120,2023-09-03,Basico,500.0,Activo,,Argentina
CUST-11121,2023-09-12,Pro,1200.0,Cacnelado,,Mexico
CUST-11122,2024-02-21,Basico,500.0,Activo,,Argentina
CUST-11123,2024-01-16,Enterprise,3500.0,Cancelado,2024-06-23,Colombia
CUST-11124,2023-07-23,Pro,1200.0,cancelado,,Peru
CUST-11125,2024-11-08,Pro,1200.0,Activo,,Chile
CUST-11126,2025-02-20,Pro,1200.0,Activo,,Mexico
CUST-11127,2024-03-26,Enterprise,3500.0,Activo,,Argentina
CUST-11128,12/07/2025,Enterprise,3500.0,Activo,,Peru
CUST-11129,2024-03-03,Pro,1200.0,Activo,,Argentina
CUST-11130,2024-08-22,Pro,1200.0,Activo,,Mexico
CUST-11131,20/05/2024,Enterprise,3500.0,Activo,,Peru
CUST-11132,2024-02-02,Pro,1200.0,Activo,,Mexico
CUST-11133,2023-06-09,Enterprise,3500.0,Activo,,Colombia
CUST-11134,2024-10-07,Pro,1200.0,Activo,,Colombia
CUST-11135,2023-07-17,Pro,1200.0,Cancelado,2023-08-25,Argentina
CUST-11136,2025-07-11,Basico,500.0,Activo,,Peru
CUST-11137,2025-03-29,Pro,1200.0,Activo,,Argentina
CUST-11138,2023-09-14,Enterprise,3500.0,Activo,,Argentina
CUST-11139,2024-11-07,Basico,500.0,Cancelado,2025-07-09,Colombia
CUST-11140,2025-05-31,Basico,500.0,Activo,,Argentina
CUST-11141,2024-05-31,Pro,1200.0,Activo,,Colombia
CUST-11142,2025-04-07,Basico,500.0,Activo,,Chile
CUST-11143,2023-09-12,Basico,500.0,Activo,,Mexico
CUST-11144,2023-09-22,Basico,500.0,Activo,,Peru
CUST-11145,2025-02-01,Basico,500.0,Cancelado,2025-04-21,Peru
CUST-11146,2024-12-14,Pro,1200.0,Activo,,Colombia
CUST-11147,2023-09-02,Basico,500.0,Activo,,Mexico
CUST-11148,2024-05-24,Basico,500.0,Activo,,Colombia
CUST-11149,2023-06-27,Basico,500.0,Activo,,Peru
CUST-11150,2024-05-22,Basico,500.0,Activo,,Peru
CUST-11151,2025-04-07,Enterprise,3500.0,Cancelado,2025-09-30,Colombia
CUST-11152,2023-11-11,Pro,1200.0,Activo,,Chile
CUST-11153,2025-01-31,Basico,500.0,Activo,,Chile
CUST-11154,2025-05-02,Enterprise,3500.0,Activo,,Chile
CUST-11155,2023-12-12,Basico,500.0,Activo,,Colombia
CUST-11156,2025-05-05,Basico,500.0,Cancelado,2025-08-23,Argentina
CUST-11157,2025-03-28,Basico,500.0,Cancelado,2025-05-17,Colombia
CUST-11158,2023-08-29,Basico,500.0,Activo,,Mexico
CUST-11159,2025-07-13,Enterprise,3500.0,Activo,,Colombia
CUST-11160,05/07/2023,Pro,1200.0,Activo,,Argentina
CUST-11161,2025-07-09,Pro,1200.0,Activo,,Chile
CUST-11162,2025-04-17,Basico,500.0,Activo,,Mexico
CUST-11163,06/04/2024,Basico,500.0,Activo,,Chile
CUST-11164,2025-04-21,Pro,1200.0,Activo,,Chile
CUST-11165,2023-08-15,Basico,500.0,Activo,,Colombia
CUST-11166,2024-03-19,Basico,500.0,Activo,,Argentina
CUST-11167,2024-03-21,Basico,500.0,Activo,,Colombia
CUST-11168,2023-06-06,Pro,1200.0,Cancelado,2024-03-20,Colombia
CUST-11169,2024-04-03,Pro,1200.0,Cancelado,2024-10-25,Argentina
CUST-11170,2025-06-27,Basico,500.0,Activo,,Argentina
CUST-11171,2025-01-23,Enterprise,3500.0,Activo,,Mexico
CUST-11172,2023-11-22,Pro,1200.0,Activo,,Mexico
CUST-11173,2023-10-03,Enterprise,3500.0,Activo,,Colombia
CUST-11174,2023-11-11,Pro,1200.0,Cancelado,2024-03-13,Colombia
CUST-11175,2024-08-17,Basico,500.0,Activo,,Peru
CUST-11176,2024-05-11,Pro,1200.0,Activo,,Colombia
CUST-11177,2025-04-02,Enterprise,3500.0,Activo,,Mexico
CUST-11178,2024-03-18,Basico,,Cancelado,2024-05-12,Colombia
CUST-11179,2023-12-04,Basico,500.0,Activo,,Colombia
CUST-11180,2025-06-11,Pro,1200.0,Cancelado,2025-12-08,Mexico
CUST-11181,2025-03-17,Basico,500.0,Cancelado,2025-07-24,Chile
CUST-11182,2023-12-15,Basico,500.0,Activo,,Peru
CUST-11183,2023-07-31,Basico,500.0,Activo,,Peru
CUST-11184,2025-07-04,Basico,500.0,Activo,,Mexico
CUST-11185,02/06/2025,Basico,500.0,Cancelado,2025-08-10,Peru
CUST-11186,2025-04-09,Pro,1200.0,Activo,,Argentina
CUST-11187,2024-10-17,Pro,1200.0,Activo,,Peru
CUST-11188,2025-04-25,Basico,500.0,Activo,,Peru
CUST-11189,2023-09-20,Basico,500.0,Activo,,Mexico
CUST-11190,2025-05-01,Basico,500.0,Activo,,Mexico
CUST-11191,25/11/2023,Basico,500.0,Activo,,Peru
CUST-11192,2023-07-21,Pro,1200.0,Activo,,Chile
CUST-11193,2023-09-11,Basico,500.0,Activo,,Colombia
CUST-11194,2024-10-30,Basico,500.0,Cancelado,2024-12-01,Argentina
CUST-11195,2025-05-31,Pro,1200.0,Activo,,Mexico
CUST-11196,2024-12-08,Basico,500.0,Activo,,Peru
CUST-11197,2024-11-16,Basico,500.0,Activo,,Chile
CUST-11198,2024-03-15,Basico,500.0,Activo,,Peru
CUST-11199,06/06/2024,Basico,500.0,Activo,,Mexico
CUST-11200,2024-05-17,Basico,500.0,Activo,,Chile
CUST-11201,2024-03-21,Basico,500.0,Activo,,Argentina
CUST-11202,2025-01-29,Basico,,Activo,,Mexico
CUST-11203,2025-07-13,Basico,500.0,Cancelado,2026-02-15,Chile
CUST-11204,2024-05-09,Pro,1200.0,Activo,,Mexico
CUST-11205,2025-07-03,Enterprise,3500.0,Activo,,Mexico
CUST-11206,05/09/2023,Basico,500.0,Activo,,Colombia
CUST-11207,2023-09-26,Basico,500.0,Activo,,Argentina
CUST-11208,2023-12-18,Pro,1200.0,Activo,,Chile
CUST-11209,2024-11-29,Basico,500.0,Activo,,Argentina
CUST-11210,2024-11-16,Basico,500.0,Activo,,Chile
CUST-11211,17/01/2025,Basico,500.0,Cancelado,2026-01-02,Chile
CUST-11212,2025-03-24,Pro,1200.0,Cancelado,2025-07-08,Mexico
CUST-11213,30/01/2024,Pro,1200.0,Activo,,Chile
CUST-11214,2024-10-02,Basico,500.0,Activo,,Mexico
CUST-11215,2024-01-26,Basico,,Activo,,Peru
CUST-11216,2024-05-30,Basico,500.0,Activo,,Colombia
CUST-11217,2024-12-06,Pro,1200.0,Cancelado,2025-08-10,Peru
CUST-11218,2025-06-05,Basico,500.0,Activo,,Mexico
CUST-11219,2024-07-14,Enterprise,3500.0,Cancelado,2024-09-05,Mexico
CUST-11220,25/01/2025,Basico,500.0,Activo,,Mexico
CUST-11221,2023-11-26,Basico,500.0,Activo,,Argentina
CUST-11222,2024-06-10,Basico,500.0,Cancelado,2024-07-30,Chile
CUST-11223,2024-05-15,Basico,500.0,Activo,,Argentina
CUST-11224,2025-02-03,Basico,500.0,Activo,,Peru
CUST-11225,2024-09-01,Enterprise,3500.0,Activo,,Mexico
CUST-11226,2024-12-18,Basico,500.0,Activo,,Chile
CUST-11227,2025-02-16,Basico,500.0,Activo,,Mexico
CUST-11228,2023-07-06,Pro,1200.0,Activo,,Peru
CUST-11229,2025-02-24,Pro,1200.0,Activo,,Colombia
CUST-11230,2024-08-20,Basico,500.0,Activo,,Chile
CUST-11231,05/11/2023,Basico,500.0,Activo,,Mexico
CUST-11232,2023-08-01,Basico,500.0,Activo,,Argentina
CUST-11233,2023-09-21,Basico,,Activo,,Peru
